#RfamID	RfamAlias	EMBLAccession	ExpressionRank
RF02057 	 STnc40 	 U00096 	 1327
RF00050 	 FMN 	 U00096 	 1334
RF00005 	 tRNA 	 U00096 	 1335
RF00005 	 tRNA 	 U00096 	 1371
RF00111 	 RyeB 	 U00096 	 1410
RF00113 	 QUAD 	 U00096 	 1428
RF00082 	 SraG 	 U00096 	 1429
RF00369 	 sroC 	 U00096 	 1493
RF00005 	 tRNA 	 U00096 	 1519
RF02074 	 STnc240 	 U00096 	 1520
RF00005 	 tRNA 	 U00096 	 1560
RF00005 	 tRNA 	 U00096 	 1565
RF01794 	 sok 	 U00096 	 1576
RF00005 	 tRNA 	 U00096 	 1586
RF00005 	 tRNA 	 U00096 	 1596
RF00005 	 tRNA 	 U00096 	 1608
RF00005 	 tRNA 	 U00096 	 1671
RF00005 	 tRNA 	 U00096 	 1689
RF02052 	 STnc630 	 U00096 	 1690
RF00505 	 RydC 	 U00096 	 1715
RF01859 	 Phe_leader 	 U00096 	 1716
RF01770 	 rimP 	 U00096 	 1727
RF00558 	 L20_leader 	 U00096 	 1728
RF02029 	 sraA 	 U00096 	 1758
RF01771 	 rnk_leader 	 U00096 	 1759
RF00005 	 tRNA 	 U00096 	 1810
RF00005 	 tRNA 	 U00096 	 1829
RF00519 	 suhB 	 U00096 	 1860
RF00005 	 tRNA 	 U00096 	 1875
RF02194 	 HPnc0260 	 U00096 	 1876
RF00113 	 QUAD 	 U00096 	 1877
RF00080 	 yybP-ykoY 	 U00096 	 1896
RF00112 	 CyaR_RyeE 	 U00096 	 1897
RF01356 	 CRISPR-DR28 	 U00096 	 1917
RF00534 	 SgrS 	 U00096 	 1938
RF00128 	 GlmY_tke1 	 U00096 	 1981
RF01372 	 CRISPR-DR59 	 U00096 	 1998
RF01796 	 frnS 	 U00096 	 2025
RF00506 	 Thr_leader 	 U00096 	 2026
RF01832 	 ROSE_2 	 U00096 	 2047
RF00083 	 GlmZ_SraJ 	 U00096 	 2048
RF01754 	 radC 	 U00096 	 2070
RF00005 	 tRNA 	 U00096 	 2093
RF01068 	 mini-ykkC 	 U00096 	 2113
RF00370 	 sroD 	 U00096 	 2133
RF01056 	 Mg_sensor 	 U00096 	 2151
RF01394 	 isrK 	 U00096 	 2169
RF00005 	 tRNA 	 U00096 	 2170
RF01813 	 rdlD 	 U00096 	 2191
RF02082 	 STnc540 	 U00096 	 2212
RF02030 	 tp2 	 U00096 	 2262
RF01794 	 sok 	 U00096 	 2263
RF00005 	 tRNA 	 U00096 	 2264
RF00059 	 TPP 	 U00096 	 2265
RF01394 	 isrK 	 U00096 	 2280
RF01813 	 rdlD 	 U00096 	 2376
RF02081 	 STnc550 	 U00096 	 2377
RF00059 	 TPP 	 U00096 	 2378
RF00005 	 tRNA 	 U00096 	 2409
RF00005 	 tRNA 	 U00096 	 2473
RF01859 	 Phe_leader 	 U00096 	 2474
RF01372 	 CRISPR-DR59 	 U00096 	 2475
RF00059 	 TPP 	 U00096 	 2476
RF00005 	 tRNA 	 U00096 	 2536
RF00391 	 RtT 	 U00096 	 2564
RF00122 	 GadY 	 U00096 	 2565
RF00168 	 Lysine 	 U00096 	 2566
RF02051 	 STnc450 	 U00096 	 2567
RF00079 	 OmrA-B 	 U00096 	 2622
RF00079 	 OmrA-B 	 U00096 	 2623
RF00110 	 RybB 	 U00096 	 2624
RF00552 	 rncO 	 U00096 	 2661
RF00005 	 tRNA 	 U00096 	 2662
RF01317 	 CRISPR-DR4 	 U00096 	 2663
RF01681 	 P4 	 U00096 	 2701
RF00005 	 tRNA 	 U00096 	 2702
RF00080 	 yybP-ykoY 	 U00096 	 2742
RF01813 	 rdlD 	 U00096 	 2743
RF01407 	 STnc560 	 U00096 	 2789
RF00519 	 suhB 	 U00096 	 2790
RF00005 	 tRNA 	 U00096 	 2830
RF02060 	 STnc410 	 U00096 	 2877
RF00391 	 RtT 	 U00096 	 2925
RF00489 	 ctRNA_p42d 	 U00096 	 2926
RF02079 	 STnc180 	 U00096 	 2927
RF00391 	 RtT 	 U00096 	 2928
RF00005 	 tRNA 	 U00096 	 2929
RF00169 	 Bacteria_small_SRP 	 U00096 	 2930
RF00391 	 RtT 	 U00096 	 2931
RF01356 	 CRISPR-DR28 	 U00096 	 2986
RF01794 	 sok 	 U00096 	 2987
RF00116 	 C0465 	 U00096 	 3048
RF00113 	 QUAD 	 U00096 	 3049
RF01809 	 symR 	 U00096 	 3050
RF00005 	 tRNA 	 U00096 	 3115
RF00113 	 QUAD 	 U00096 	 3116
RF00005 	 tRNA 	 U00096 	 3117
RF00005 	 tRNA 	 U00096 	 3118
RF01365 	 CRISPR-DR52 	 U00096 	 3193
RF00391 	 RtT 	 U00096 	 3194
RF00115 	 IS061 	 U00096 	 3195
RF00128 	 GlmY_tke1 	 U00096 	 3256
RF00005 	 tRNA 	 U00096 	 3257
RF00005 	 tRNA 	 U00096 	 3258
RF01356 	 CRISPR-DR28 	 U00096 	 3259
RF02064 	 STnc370 	 U00096 	 3260
RF00014 	 DsrA 	 U00096 	 3343
RF00113 	 QUAD 	 U00096 	 3344
RF00005 	 tRNA 	 U00096 	 3345
RF00368 	 sroB 	 U00096 	 3346
RF01366 	 CRISPR-DR53 	 U00096 	 3347
RF00519 	 suhB 	 U00096 	 3429
RF00125 	 IS128 	 U00096 	 3430
RF00083 	 GlmZ_SraJ 	 U00096 	 3431
RF02111 	 IS009 	 U00096 	 3432
RF01342 	 CRISPR-DR32 	 U00096 	 3433
RF02084 	 STnc130 	 U00096 	 3434
RF00005 	 tRNA 	 U00096 	 3554
RF00124 	 IS102 	 U00096 	 3555
RF01356 	 CRISPR-DR28 	 U00096 	 3556
RF01852 	 tRNA-Sec 	 U00096 	 3557
RF01356 	 CRISPR-DR28 	 U00096 	 3558
RF00035 	 OxyS 	 U00096 	 3559
RF01372 	 CRISPR-DR59 	 U00096 	 3654
RF01342 	 CRISPR-DR32 	 U00096 	 3655
RF01400 	 istR 	 U00096 	 3656
RF01408 	 sraL 	 U00096 	 3657
RF01402 	 STnc150 	 U00096 	 3800
RF00039 	 DicF 	 U00096 	 3801
RF01813 	 rdlD 	 U00096 	 3802
RF01356 	 CRISPR-DR28 	 U00096 	 3803
RF00118 	 rydB 	 U00096 	 3804
RF00033 	 MicF 	 U00096 	 3805
RF00005 	 tRNA 	 U00096 	 3806
RF01705 	 Flavo-1 	 U00096 	 3807
RF01359 	 CRISPR-DR46 	 U00096 	 3808
RF01769 	 greA 	 U00096 	 3809
RF01372 	 CRISPR-DR59 	 U00096 	 3810
RF00512 	 Leu_leader 	 U00096 	 3811
RF00005 	 tRNA 	 U00096 	 3974
RF02111 	 IS009 	 U00096 	 3975
RF01356 	 CRISPR-DR28 	 U00096 	 3976
RF00005 	 tRNA 	 U00096 	 3977
RF01359 	 CRISPR-DR46 	 U00096 	 3978
RF01385 	 isrA 	 U00096 	 3979
RF02003 	 group-II-D1D4-4 	 U00096 	 3980
RF01057 	 SAH_riboswitch 	 U00096 	 3981
RF01794 	 sok 	 U00096 	 3982
RF00513 	 Trp_leader 	 U00096 	 4185
RF00039 	 DicF 	 U00096 	 4186
RF01730 	 Termite-leu 	 U00096 	 4187
RF00117 	 C0719 	 U00096 	 4188
RF00391 	 RtT 	 U00096 	 4189
RF00119 	 C0299 	 U00096 	 4409
RF02111 	 IS009 	 U00096 	 4410
RF01356 	 CRISPR-DR28 	 U00096 	 4411
RF02076 	 STnc100 	 U00096 	 4412
RF00034 	 RprA 	 U00096 	 4413
RF02083 	 OrzO-P 	 U00096 	 4414
RF01794 	 sok 	 U00096 	 4415
RF00057 	 RyhB 	 U00096 	 4416
RF02055 	 STnc380 	 U00096 	 4417
RF00084 	 CsrC 	 U00096 	 4418
RF02053 	 STnc430 	 U00096 	 4419
RF02068 	 STnc480 	 U00096 	 4420
RF02111 	 IS009 	 U00096 	 4421
RF02076 	 STnc100 	 U00096 	 4559
RF00039 	 DicF 	 U00096 	 4560
RF01356 	 CRISPR-DR28 	 U00096 	 4561
RF00121 	 MicC 	 U00096 	 4562
RF00238 	 ctRNA_pND324 	 U00096 	 4563
RF01401 	 rseX 	 U00096 	 4564
RF00514 	 His_leader 	 U00096 	 4565
RF01340 	 CRISPR-DR29 	 U00096 	 4566
RF01707 	 JUMPstart 	 U00096 	 4567
RF00005 	 tRNA 	 U00096 	 4568
RF01356 	 CRISPR-DR28 	 U00096 	 4569
RF01808 	 MicX 	 U00096 	 4570
RF01385 	 isrA 	 U00096 	 4571
RF00512 	 Leu_leader 	 U00096 	 4572
RF00001 	 5S_rRNA 	 CP000249 	 1
RF00001 	 5S_rRNA 	 CP000249 	 2
RF00177 	 SSU_rRNA_bacteria 	 CP000249 	 3
RF00177 	 SSU_rRNA_bacteria 	 CP000249 	 4
RF01118 	 PK-G12rRNA 	 CP000249 	 5
RF01118 	 PK-G12rRNA 	 CP000249 	 6
RF00023 	 tmRNA 	 CP000249 	 7
RF00005 	 tRNA 	 CP000249 	 9
RF00010 	 RNaseP_bact_a 	 CP000249 	 10
RF00005 	 tRNA 	 CP000249 	 12
RF00005 	 tRNA 	 CP000249 	 13
RF00005 	 tRNA 	 CP000249 	 15
RF00005 	 tRNA 	 CP000249 	 17
RF00005 	 tRNA 	 CP000249 	 24
RF00005 	 tRNA 	 CP000249 	 37
RF00005 	 tRNA 	 CP000249 	 39
RF00005 	 tRNA 	 CP000249 	 40
RF00169 	 Bacteria_small_SRP 	 CP000249 	 42
RF00023 	 tmRNA 	 CP000249 	 43
RF00005 	 tRNA 	 CP000249 	 50
RF00005 	 tRNA 	 CP000249 	 54
RF00023 	 tmRNA 	 CP000249 	 58
RF01781 	 ASdes 	 CP000249 	 61
RF00005 	 tRNA 	 CP000249 	 62
RF00005 	 tRNA 	 CP000249 	 67
RF00005 	 tRNA 	 CP000249 	 73
RF00005 	 tRNA 	 CP000249 	 76
RF00005 	 tRNA 	 CP000249 	 77
RF00005 	 tRNA 	 CP000249 	 79
RF01366 	 CRISPR-DR53 	 CP000249 	 92
RF00050 	 FMN 	 CP000249 	 96
RF00059 	 TPP 	 CP000249 	 102
RF00005 	 tRNA 	 CP000249 	 107
RF00005 	 tRNA 	 CP000249 	 114
RF00005 	 tRNA 	 CP000249 	 115
RF00005 	 tRNA 	 CP000249 	 118
RF00005 	 tRNA 	 CP000249 	 124
RF00005 	 tRNA 	 CP000249 	 126
RF00162 	 SAM 	 CP000249 	 129
RF00005 	 tRNA 	 CP000249 	 142
RF00005 	 tRNA 	 CP000249 	 149
RF00005 	 tRNA 	 CP000249 	 151
RF01340 	 CRISPR-DR29 	 CP000249 	 160
RF01372 	 CRISPR-DR59 	 CP000249 	 161
RF00005 	 tRNA 	 CP000249 	 169
RF01372 	 CRISPR-DR59 	 CP000249 	 174
RF01340 	 CRISPR-DR29 	 CP000249 	 175
RF00005 	 tRNA 	 CP000249 	 177
RF00005 	 tRNA 	 CP000249 	 178
RF01057 	 SAH_riboswitch 	 CP000249 	 254
RF01340 	 CRISPR-DR29 	 CP000249 	 258
RF01372 	 CRISPR-DR59 	 CP000249 	 259
RF00005 	 tRNA 	 CP000249 	 283
RF00005 	 tRNA 	 CP000249 	 305
RF00005 	 tRNA 	 CP000249 	 310
RF00005 	 tRNA 	 CP000249 	 320
RF00059 	 TPP 	 CP000249 	 354
RF01356 	 CRISPR-DR28 	 CP000249 	 415
RF01998 	 group-II-D1D4-1 	 CP000249 	 416
RF00005 	 tRNA 	 CP000249 	 462
RF00005 	 tRNA 	 CP000249 	 463
RF01340 	 CRISPR-DR29 	 CP000249 	 482
RF01372 	 CRISPR-DR59 	 CP000249 	 483
RF02001 	 group-II-D1D4-3 	 CP000249 	 516
RF01356 	 CRISPR-DR28 	 CP000249 	 530
RF01342 	 CRISPR-DR32 	 CP000249 	 556
RF00005 	 tRNA 	 CP000249 	 664
RF00029 	 Intron_gpII 	 CP000249 	 680
RF01340 	 CRISPR-DR29 	 CP000249 	 681
RF01372 	 CRISPR-DR59 	 CP000249 	 682
RF00504 	 Glycine 	 CP000249 	 754
RF00005 	 tRNA 	 CP000249 	 811
RF01850 	 beta_tmRNA 	 CP000249 	 837
RF00029 	 Intron_gpII 	 CP000249 	 857
RF00379 	 ydaO-yuaA 	 CP000249 	 858
RF00005 	 tRNA 	 CP000249 	 891
RF01340 	 CRISPR-DR29 	 CP000249 	 892
RF01372 	 CRISPR-DR59 	 CP000249 	 893
RF00379 	 ydaO-yuaA 	 CP000249 	 951
RF01340 	 CRISPR-DR29 	 CP000249 	 1051
RF01372 	 CRISPR-DR59 	 CP000249 	 1052
RF01356 	 CRISPR-DR28 	 CP000249 	 1053
RF00005 	 tRNA 	 CP000249 	 1124
RF01746 	 mraW 	 CP000249 	 1202
RF00379 	 ydaO-yuaA 	 CP000249 	 1203
RF01340 	 CRISPR-DR29 	 CP000249 	 1241
RF01372 	 CRISPR-DR59 	 CP000249 	 1242
RF01325 	 CRISPR-DR12 	 CP000249 	 1329
RF01750 	 pfl 	 CP000249 	 1330
RF00029 	 Intron_gpII 	 CP000249 	 1363
RF00005 	 tRNA 	 CP000249 	 1364
RF01668 	 P10 	 CP000249 	 1365
RF00005 	 tRNA 	 CP000249 	 1474
RF00029 	 Intron_gpII 	 CP000249 	 1524
RF01340 	 CRISPR-DR29 	 CP000249 	 1525
RF01372 	 CRISPR-DR59 	 CP000249 	 1526
RF01066 	 6C 	 CP000249 	 1612
RF02003 	 group-II-D1D4-4 	 CP000249 	 1677
RF02005 	 group-II-D1D4-6 	 CP000249 	 1786
RF01356 	 CRISPR-DR28 	 CP000249 	 1787
RF00005 	 tRNA 	 CP000249 	 1854
RF01356 	 CRISPR-DR28 	 CP000249 	 1855
RF01356 	 CRISPR-DR28 	 CP000249 	 1856
RF01372 	 CRISPR-DR59 	 CP000249 	 1928
RF01340 	 CRISPR-DR29 	 CP000249 	 1929
RF01688 	 Actino-pnp 	 CP000249 	 2003
RF01356 	 CRISPR-DR28 	 CP000249 	 2073
RF00005 	 tRNA 	 CP000249 	 2074
RF01066 	 6C 	 CP000249 	 2075
RF01372 	 CRISPR-DR59 	 CP000249 	 2152
RF00379 	 ydaO-yuaA 	 CP000249 	 2220
RF01356 	 CRISPR-DR28 	 CP000249 	 2310
RF01340 	 CRISPR-DR29 	 CP000249 	 2477
RF01372 	 CRISPR-DR59 	 CP000249 	 2478
RF00005 	 tRNA 	 CP000249 	 2565
RF01340 	 CRISPR-DR29 	 CP000249 	 2648
RF01340 	 CRISPR-DR29 	 CP000249 	 2750
RF01372 	 CRISPR-DR59 	 CP000249 	 2751
RF01372 	 CRISPR-DR59 	 CP000249 	 2752
RF01340 	 CRISPR-DR29 	 CP000249 	 2753
RF01340 	 CRISPR-DR29 	 CP000249 	 2939
RF01372 	 CRISPR-DR59 	 CP000249 	 2940
RF01681 	 P4 	 CP000249 	 3145
RF00029 	 Intron_gpII 	 CP000249 	 3146
RF01340 	 CRISPR-DR29 	 CP000249 	 3147
RF01372 	 CRISPR-DR59 	 CP000249 	 3148
RF01340 	 CRISPR-DR29 	 CP000249 	 3252
RF01372 	 CRISPR-DR59 	 CP000249 	 3253
RF00379 	 ydaO-yuaA 	 CP000249 	 3372
RF01372 	 CRISPR-DR59 	 CP000249 	 3373
RF01340 	 CRISPR-DR29 	 CP000249 	 3374
RF01066 	 6C 	 CP000249 	 3375
RF00174 	 Cobalamin 	 CP000249 	 3598
RF01340 	 CRISPR-DR29 	 CP000249 	 3599
RF01372 	 CRISPR-DR59 	 CP000249 	 3600
RF01372 	 CRISPR-DR59 	 CP000249 	 3711
RF01340 	 CRISPR-DR29 	 CP000249 	 3712
RF01750 	 pfl 	 CP000249 	 3809
RF01340 	 CRISPR-DR29 	 CP000249 	 3810
RF01372 	 CRISPR-DR59 	 CP000249 	 3811
RF00005 	 tRNA 	 CP000249 	 3812
RF00515 	 PyrR 	 CP000249 	 3926
RF01356 	 CRISPR-DR28 	 CP000249 	 3927
RF01372 	 CRISPR-DR59 	 CP000249 	 4031
RF01340 	 CRISPR-DR29 	 CP000249 	 4032
RF01356 	 CRISPR-DR28 	 CP000249 	 4105
RF01372 	 CRISPR-DR59 	 CP000249 	 4106
RF01340 	 CRISPR-DR29 	 CP000249 	 4107
RF01372 	 CRISPR-DR59 	 CP000249 	 4194
RF01340 	 CRISPR-DR29 	 CP000249 	 4195
RF01372 	 CRISPR-DR59 	 CP000249 	 4278
RF01340 	 CRISPR-DR29 	 CP000249 	 4279
RF01372 	 CRISPR-DR59 	 CP000249 	 4343
RF01340 	 CRISPR-DR29 	 CP000249 	 4344
RF01356 	 CRISPR-DR28 	 CP000249 	 4345
RF00029 	 Intron_gpII 	 CP000249 	 4346
RF01372 	 CRISPR-DR59 	 CP000249 	 4416
RF01340 	 CRISPR-DR29 	 CP000249 	 4417
RF01372 	 CRISPR-DR59 	 CP000249 	 4465
RF01340 	 CRISPR-DR29 	 CP000249 	 4466
RF01372 	 CRISPR-DR59 	 CP000249 	 4568
RF01340 	 CRISPR-DR29 	 CP000249 	 4569
RF01372 	 CRISPR-DR59 	 CP000249 	 4570
RF01340 	 CRISPR-DR29 	 CP000249 	 4571
RF01066 	 6C 	 CP000249 	 4572
RF01340 	 CRISPR-DR29 	 CP000249 	 4602
RF01356 	 CRISPR-DR28 	 CP000249 	 4603
RF01372 	 CRISPR-DR59 	 CP000249 	 4604
RF01340 	 CRISPR-DR29 	 CP000249 	 4605
RF01372 	 CRISPR-DR59 	 CP000249 	 4606
RF01340 	 CRISPR-DR29 	 CP000249 	 4607
RF01372 	 CRISPR-DR59 	 CP000249 	 4608
RF01340 	 CRISPR-DR29 	 CP000249 	 4609
RF01356 	 CRISPR-DR28 	 CP000249 	 4610
RF01372 	 CRISPR-DR59 	 CP000249 	 4639
RF01340 	 CRISPR-DR29 	 CP000249 	 4640
RF01356 	 CRISPR-DR28 	 CP000249 	 4641
RF01356 	 CRISPR-DR28 	 CP000249 	 4660
RF01340 	 CRISPR-DR29 	 CP000249 	 4670
RF01372 	 CRISPR-DR59 	 CP000249 	 4680
RF01340 	 CRISPR-DR29 	 CP000249 	 4681
RF01372 	 CRISPR-DR59 	 CP000249 	 4687
RF01340 	 CRISPR-DR29 	 CP000249 	 4688
RF01372 	 CRISPR-DR59 	 CP000249 	 4689
RF01340 	 CRISPR-DR29 	 CP000249 	 4690
RF01372 	 CRISPR-DR59 	 CP000249 	 4696
RF01340 	 CRISPR-DR29 	 CP000249 	 4697
RF01372 	 CRISPR-DR59 	 CP000249 	 4700
RF01340 	 CRISPR-DR29 	 CP000249 	 4701
RF00029 	 Intron_gpII 	 CP000249 	 4702
RF01372 	 CRISPR-DR59 	 CP000249 	 4703
RF01340 	 CRISPR-DR29 	 CP000249 	 4704
RF00005 	 tRNA 	 AE000511 	 1
RF00005 	 tRNA 	 AE000511 	 2
RF00005 	 tRNA 	 AE000511 	 3
RF01069 	 purD 	 AE000511 	 4
RF00005 	 tRNA 	 AE000511 	 5
RF00005 	 tRNA 	 AE000511 	 6
RF00005 	 tRNA 	 AE000511 	 7
RF00005 	 tRNA 	 AE000511 	 9
RF00005 	 tRNA 	 AE000511 	 10
RF00005 	 tRNA 	 AE000511 	 12
RF00001 	 5S_rRNA 	 AE000511 	 13
RF00001 	 5S_rRNA 	 AE000511 	 14
RF00023 	 tmRNA 	 AE000511 	 15
RF01118 	 PK-G12rRNA 	 AE000511 	 16
RF00001 	 5S_rRNA 	 AE000511 	 17
RF00005 	 tRNA 	 AE000511 	 19
RF01741 	 hopC 	 AE000511 	 20
RF00177 	 SSU_rRNA_bacteria 	 AE000511 	 21
RF00177 	 SSU_rRNA_bacteria 	 AE000511 	 22
RF01118 	 PK-G12rRNA 	 AE000511 	 24
RF00059 	 TPP 	 AE000511 	 26
RF00005 	 tRNA 	 AE000511 	 29
RF00005 	 tRNA 	 AE000511 	 30
RF00005 	 tRNA 	 AE000511 	 32
RF00005 	 tRNA 	 AE000511 	 34
RF00005 	 tRNA 	 AE000511 	 37
RF00005 	 tRNA 	 AE000511 	 41
RF00169 	 Bacteria_small_SRP 	 AE000511 	 43
RF00005 	 tRNA 	 AE000511 	 44
RF00005 	 tRNA 	 AE000511 	 46
RF00005 	 tRNA 	 AE000511 	 49
RF02269 	 HPnc0580 	 AE000511 	 51
RF02269 	 HPnc0580 	 AE000511 	 59
RF00005 	 tRNA 	 AE000511 	 60
RF00010 	 RNaseP_bact_a 	 AE000511 	 62
RF02194 	 HPnc0260 	 AE000511 	 63
RF00005 	 tRNA 	 AE000511 	 67
RF00005 	 tRNA 	 AE000511 	 70
RF00005 	 tRNA 	 AE000511 	 71
RF00005 	 tRNA 	 AE000511 	 72
RF00005 	 tRNA 	 AE000511 	 77
RF00005 	 tRNA 	 AE000511 	 79
RF00005 	 tRNA 	 AE000511 	 82
RF00005 	 tRNA 	 AE000511 	 83
RF00005 	 tRNA 	 AE000511 	 85
RF00005 	 tRNA 	 AE000511 	 87
RF00005 	 tRNA 	 AE000511 	 95
RF00005 	 tRNA 	 AE000511 	 108
RF00005 	 tRNA 	 AE000511 	 116
RF00005 	 tRNA 	 AE000511 	 160
RF00238 	 ctRNA_pND324 	 AE000511 	 173
RF02269 	 HPnc0580 	 AE000511 	 249
RF00005 	 tRNA 	 AE000511 	 257
RF02269 	 HPnc0580 	 AE000511 	 302
RF00005 	 tRNA 	 AE000511 	 312
RF01190 	 snR50 	 AE000511 	 327
RF02269 	 HPnc0580 	 AE000511 	 363
RF00238 	 ctRNA_pND324 	 AE000511 	 958
RF01730 	 Termite-leu 	 AE000511 	 1037
RF00436 	 UnaL2 	 AE000511 	 1232
RF02269 	 HPnc0580 	 AE000511 	 1356
RF01342 	 CRISPR-DR32 	 AE000511 	 1501
RF01705 	 Flavo-1 	 AE000511 	 1573
RF00001 	 5S_rRNA 	 CP000947 	 1
RF00010 	 RNaseP_bact_a 	 CP000947 	 2
RF01850 	 beta_tmRNA 	 CP000947 	 3
RF00005 	 tRNA 	 CP000947 	 4
RF00005 	 tRNA 	 CP000947 	 5
RF00023 	 tmRNA 	 CP000947 	 6
RF00005 	 tRNA 	 CP000947 	 7
RF00005 	 tRNA 	 CP000947 	 8
RF00005 	 tRNA 	 CP000947 	 9
RF00005 	 tRNA 	 CP000947 	 10
RF00013 	 6S 	 CP000947 	 11
RF01854 	 Bacteria_large_SRP 	 CP000947 	 13
RF00169 	 Bacteria_small_SRP 	 CP000947 	 14
RF00005 	 tRNA 	 CP000947 	 15
RF00005 	 tRNA 	 CP000947 	 16
RF00005 	 tRNA 	 CP000947 	 17
RF00005 	 tRNA 	 CP000947 	 18
RF00005 	 tRNA 	 CP000947 	 19
RF00005 	 tRNA 	 CP000947 	 20
RF00127 	 t44 	 CP000947 	 21
RF01394 	 isrK 	 CP000947 	 22
RF00005 	 tRNA 	 CP000947 	 24
RF00062 	 HgcC 	 CP000947 	 25
RF00005 	 tRNA 	 CP000947 	 28
RF01343 	 CRISPR-DR33 	 CP000947 	 32
RF00005 	 tRNA 	 CP000947 	 33
RF00005 	 tRNA 	 CP000947 	 34
RF00005 	 tRNA 	 CP000947 	 35
RF00005 	 tRNA 	 CP000947 	 37
RF00005 	 tRNA 	 CP000947 	 38
RF02221 	 sRNA-Xcc1 	 CP000947 	 49
RF00005 	 tRNA 	 CP000947 	 51
RF01364 	 CRISPR-DR51 	 CP000947 	 52
RF02221 	 sRNA-Xcc1 	 CP000947 	 54
RF00005 	 tRNA 	 CP000947 	 57
RF00062 	 HgcC 	 CP000947 	 58
RF00005 	 tRNA 	 CP000947 	 63
RF00005 	 tRNA 	 CP000947 	 64
RF00005 	 tRNA 	 CP000947 	 71
RF00005 	 tRNA 	 CP000947 	 74
RF00005 	 tRNA 	 CP000947 	 80
RF00005 	 tRNA 	 CP000947 	 85
RF00062 	 HgcC 	 CP000947 	 91
RF00005 	 tRNA 	 CP000947 	 93
RF01695 	 C4 	 CP000947 	 96
RF00005 	 tRNA 	 CP000947 	 103
RF00114 	 S15 	 CP000947 	 104
RF00005 	 tRNA 	 CP000947 	 114
RF00005 	 tRNA 	 CP000947 	 118
RF02221 	 sRNA-Xcc1 	 CP000947 	 145
RF00005 	 tRNA 	 CP000947 	 148
RF02221 	 sRNA-Xcc1 	 CP000947 	 160
RF00062 	 HgcC 	 CP000947 	 164
RF02221 	 sRNA-Xcc1 	 CP000947 	 167
RF00005 	 tRNA 	 CP000947 	 171
RF01730 	 Termite-leu 	 CP000947 	 182
RF00005 	 tRNA 	 CP000947 	 183
RF00140 	 Alpha_RBS 	 CP000947 	 189
RF00504 	 Glycine 	 CP000947 	 190
RF00062 	 HgcC 	 CP000947 	 199
RF00005 	 tRNA 	 CP000947 	 205
RF00005 	 tRNA 	 CP000947 	 265
RF00062 	 HgcC 	 CP000947 	 302
RF00050 	 FMN 	 CP000947 	 360
RF00168 	 Lysine 	 CP000947 	 400
RF00005 	 tRNA 	 CP000947 	 415
RF01394 	 isrK 	 CP000947 	 416
RF00022 	 GcvB 	 CP000947 	 417
RF01394 	 isrK 	 CP000947 	 527
RF02012 	 group-II-D1D4-7 	 CP000947 	 557
RF01356 	 CRISPR-DR28 	 CP000947 	 586
RF00005 	 tRNA 	 CP000947 	 697
RF00062 	 HgcC 	 CP000947 	 741
RF00062 	 HgcC 	 CP000947 	 835
RF00005 	 tRNA 	 CP000947 	 881
RF01695 	 C4 	 CP000947 	 1000
RF00005 	 tRNA 	 CP000947 	 1066
RF00033 	 MicF 	 CP000947 	 1202
RF01343 	 CRISPR-DR33 	 CP000947 	 1276
RF01055 	 MOCO_RNA_motif 	 CP000947 	 1613
RF01691 	 Bacillus-plasmid 	 CP000947 	 1700
RF00558 	 L20_leader 	 CP000947 	 1701
RF00506 	 Thr_leader 	 CP000947 	 1702
RF00005 	 tRNA 	 CP000947 	 1846
RF00029 	 Intron_gpII 	 CP000947 	 1847
RF00238 	 ctRNA_pND324 	 CP000947 	 1903
RF00059 	 TPP 	 CP000947 	 1951
RF01055 	 MOCO_RNA_motif 	 CP000947 	 1952
RF00238 	 ctRNA_pND324 	 CP000947 	 2061
RF00177 	 SSU_rRNA_bacteria 	 CP000947 	 2108
RF00005 	 tRNA 	 CP000947 	 2109
RF01118 	 PK-G12rRNA 	 CP000947 	 2110
RF00001 	 5S_rRNA 	 CP000947 	 2111
RF00177 	 SSU_rRNA_bacteria 	 CP000947 	 2112
RF00005 	 tRNA 	 CP000947 	 2113
RF00005 	 tRNA 	 CP000947 	 2114
RF01118 	 PK-G12rRNA 	 CP000947 	 2115
RF00001 	 5S_rRNA 	 CP000947 	 2116
RF00238 	 ctRNA_pND324 	 CP000947 	 2117
RF00177 	 SSU_rRNA_bacteria 	 CP000947 	 2118
RF00005 	 tRNA 	 CP000947 	 2119
RF00005 	 tRNA 	 CP000947 	 2120
RF01118 	 PK-G12rRNA 	 CP000947 	 2121
RF00001 	 5S_rRNA 	 CP000947 	 2122
RF00177 	 SSU_rRNA_bacteria 	 CP000947 	 2123
RF00005 	 tRNA 	 CP000947 	 2124
RF01118 	 PK-G12rRNA 	 CP000947 	 2125
RF00001 	 5S_rRNA 	 CP000947 	 2126
RF00177 	 SSU_rRNA_bacteria 	 CP000947 	 2127
RF00005 	 tRNA 	 CP000947 	 2128
RF01118 	 PK-G12rRNA 	 CP000947 	 2129
RF00001 	 5S_rRNA 	 CP000947 	 2130
RF01959 	 SSU_rRNA_archaea 	 CP000816 	 1
RF00001 	 5S_rRNA 	 CP000816 	 2
RF00001 	 5S_rRNA 	 CP000816 	 3
RF01857 	 Archaea_SRP 	 CP000816 	 7
RF00373 	 RNaseP_arch 	 CP000816 	 10
RF00005 	 tRNA 	 CP000816 	 15
RF00095 	 snoPyro_CD 	 CP000816 	 17
